Gene_name,468-4_LPS,685-2_LPS-2,697-3_LPS-2,697-1_LPS-1,697-5_LPS,697-2_LPS,685-1_LPS,468-6_LPS,685-2_CTRL-3,697-3_CTRL-3,697-1_CTRL-3,468-4_CTRL,685-1_CTRL,697-5_CTRL,697-2_CTRL,468-6_CTRL
0610005C13Rik,1,7,4,18,2,2,19,6,5,11,12,8,10,1,13,0
0610007P14Rik,97,911,333,1581,919,191,1684,641,625,1153,996,1180,1087,221,1145,58
0610009B22Rik,65,354,161,634,718,125,881,443,259,555,405,718,697,192,864,41
0610009L18Rik,4,33,19,49,53,12,39,17,21,45,37,51,37,16,58,4
0610009O20Rik,98,741,386,1268,1018,185,1424,666,501,1285,876,1189,1051,334,1475,50
0610010B08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0610010F05Rik,124,641,308,1390,1259,360,2555,807,402,958,852,1189,1572,307,1667,50
0610010K14Rik,65,455,230,640,783,151,1000,513,292,795,444,654,675,174,898,42
0610011F06Rik,45,288,201,406,608,125,1023,406,194,462,316,498,707,123,689,42
0610012G03Rik,98,522,336,745,1003,187,1240,614,333,840,554,1081,941,287,1574,64
0610030E20Rik,95,633,251,1175,1103,311,2160,705,410,930,661,1005,1419,319,1715,59
0610031J06Rik,779,5585,2337,7437,13410,2283,13457,6351,2935,6439,4746,8806,8560,3145,12881,578
0610031O16Rik,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0610037L13Rik,90,597,323,904,1045,205,1324,641,363,912,623,836,679,213,884,52
0610038B21Rik,1,9,3,9,11,3,17,3,6,17,3,11,6,2,11,1
0610039K10Rik,2,4,1,17,13,2,14,7,12,5,4,6,16,1,13,0
0610040B10Rik,3,18,9,38,37,8,61,37,12,43,25,43,41,9,35,2
0610040F04Rik,0,2,0,2,13,2,10,6,2,4,6,4,5,0,3,0
0610040J01Rik,0,5,0,9,18,4,5,5,5,7,1,12,26,15,87,1
0610043K17Rik,1,2,1,15,14,2,28,4,4,4,5,7,13,1,11,0
1010001N08Rik,11,92,23,89,269,47,699,264,68,66,72,97,517,63,389,34
1100001G20Rik,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,1
1110001J03Rik,9,121,70,145,251,42,326,174,73,190,114,205,244,39,202,10
1110002L01Rik,24,115,75,168,206,34,300,154,61,191,130,230,255,54,238,18
1110004E09Rik,52,313,158,468,579,126,902,400,186,470,247,473,504,132,630,27
1110004F10Rik,232,1405,790,2454,2594,625,4172,1704,894,2245,1579,2539,2491,683,3017,134
1110006O24Rik,1,21,16,46,28,4,49,10,12,53,26,29,42,8,30,2
1110007C09Rik,141,752,373,729,3483,579,2921,1453,468,981,676,1737,2311,747,3065,115
1110008F13Rik,111,740,471,759,1396,286,1391,661,405,1185,478,1238,797,299,1169,58
1110008L16Rik,65,373,194,699,499,131,919,350,192,494,340,468,515,133,546,21
1110008P14Rik,65,392,176,585,896,138,991,517,192,534,295,758,651,198,774,42
1110012L19Rik,88,633,321,942,824,136,1349,698,416,1000,638,1044,1100,241,977,66
1110015O18Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1110017D15Rik,2,9,8,12,44,4,37,9,1,13,8,10,11,9,14,0
1110019D14Rik,8,48,33,103,116,17,177,91,32,119,83,128,154,40,179,13
1110020A21Rik,1,4,0,11,5,2,11,7,4,18,6,15,8,1,7,1
1110025L11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110028F11Rik,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1110028F18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110032A03Rik,58,338,172,516,833,119,984,634,223,520,389,672,690,215,735,55
1110032F04Rik,0,0,0,4,3,2,1,1,0,0,0,1,1,0,4,0
1110034G24Rik,14,107,50,141,227,35,270,128,102,142,119,232,248,76,305,16
1110036E04Rik,1,0,0,5,0,0,5,6,1,0,0,0,0,1,0,0
1110037F02Rik,512,2905,1538,5463,5133,1191,7338,2868,1962,4747,3302,4502,4491,1227,5300,242
1110038B12Rik,375,2094,1023,3671,2479,442,3000,1357,1292,2885,2317,3782,1765,539,2380,109
1110038F14Rik,106,718,330,1120,1584,512,2117,547,258,762,435,595,545,158,680,44
1110046J04Rik,22,67,54,142,189,27,144,127,40,117,63,192,80,52,154,12
1110051M20Rik,70,433,190,701,715,103,1016,513,318,725,448,714,604,184,618,44
1110054M08Rik,10,63,31,91,79,16,88,48,33,90,78,101,76,20,82,9
1110057K04Rik,219,1242,607,1957,2718,528,3262,1460,802,1863,1295,2187,2125,673,2877,131
1110058L19Rik,58,249,104,433,513,93,747,342,187,450,321,567,500,128,518,28
1110059E24Rik,58,375,199,779,619,170,1051,312,288,609,486,597,643,152,772,31
1110059G10Rik,36,263,115,534,489,133,861,307,187,388,355,451,503,109,623,32
1110065P20Rik,28,161,144,158,330,42,211,144,114,295,98,303,186,57,197,16
1190002F15Rik,1,51,9,58,5,0,17,4,36,36,66,17,20,1,15,0
1190002N15Rik,156,1194,561,3032,1441,601,5786,1296,1635,3244,4633,3309,8257,717,6373,148
1190003K10Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1190005I06Rik,6,11,12,31,47,5,65,12,20,45,48,89,45,32,83,0
1190007I07Rik,16,62,29,87,91,24,156,71,41,92,83,102,117,27,174,7
1200014J11Rik,164,1163,572,1994,1598,378,2585,1048,851,1760,1369,1507,1764,462,2355,72
1300002E11Rik,12,131,67,192,175,48,283,144,79,162,163,145,221,51,185,9
1300002K09Rik,12,11,10,22,377,51,111,50,29,40,22,245,225,255,816,14
1300017J02Rik,0,10,3,17,4,3,15,4,1,9,5,10,9,10,10,0
1500004A13Rik,4,34,14,52,33,13,77,38,37,41,53,51,55,13,84,3
1500009C09Rik,0,0,0,1,3,0,1,0,0,1,1,2,2,0,3,0
1500009L16Rik,26,247,167,781,141,36,112,49,92,412,235,202,62,22,91,1
1500011B03Rik,46,286,155,456,501,88,629,314,195,452,249,507,419,161,594,26
1500011K16Rik,30,223,142,341,518,75,514,294,130,389,181,423,397,119,482,21
1500012F01Rik,198,1494,656,2461,1790,465,2698,979,956,1866,1547,1949,1349,282,1598,85
1500012K07Rik,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0
1500015A07Rik,11,79,22,96,101,15,169,64,50,104,65,96,93,20,124,8
1500015L24Rik,1,0,1,2,2,0,0,2,0,1,0,2,0,1,0,0
1500015O10Rik,6,72,35,366,47,23,254,17,72,109,235,71,135,9,121,1
1500017E21Rik,1,0,1,4,41,3,21,13,1,2,2,22,16,10,39,0
1600002D24Rik,0,1,1,4,2,1,0,3,0,2,1,0,0,0,1,0
1600002H07Rik,36,239,173,463,352,51,544,320,228,482,324,559,430,126,459,27
1600002K03Rik,44,219,173,386,341,78,519,238,139,428,252,427,317,102,387,19
1600010M07Rik,0,9,3,5,16,0,5,2,3,5,2,28,12,19,47,0
1600012H06Rik,179,1095,529,2464,2225,613,3733,1304,798,1890,1632,2072,3032,628,2963,109
1600014C10Rik,162,837,514,2035,1150,484,1825,532,594,1425,1048,1518,804,234,1069,45
1600014C23Rik,1,1,0,2,3,0,0,2,0,2,0,1,0,0,2,0
1600014K23Rik,0,0,1,0,2,0,3,0,0,0,1,2,0,0,1,1
1600015I10Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1600016N20Rik,0,19,16,57,16,4,36,14,33,47,56,60,44,7,44,0
1600019K03Rik,0,2,5,0,4,0,2,4,0,2,0,3,0,4,3,1
1600020E01Rik,26,123,70,232,179,52,311,127,62,193,153,206,215,52,206,7
1600023N17Rik,0,9,3,7,5,1,9,5,2,15,7,7,10,0,8,0
1600025M17Rik,0,1,0,2,0,0,0,0,4,1,1,7,0,1,3,0
1600027J07Rik,0,5,0,1,1,2,3,1,2,8,0,6,3,1,4,0
1600029I14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1600029O15Rik,0,4,0,3,1,0,1,3,1,3,0,0,0,1,0,0
1700001C02Rik,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1700001C19Rik,0,4,3,2,21,5,6,1,1,8,0,7,5,8,17,0
1700001D01Rik,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1700001F09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001G11Rik,0,5,2,17,13,1,17,9,5,9,15,18,8,6,6,0
1700001G17Rik,2,13,5,18,10,1,7,8,9,15,14,11,11,2,5,0
1700001J03Rik,0,0,0,1,0,0,2,2,0,2,1,2,3,0,1,0
1700001J11Rik,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1700001K19Rik,2,8,5,20,22,1,19,12,6,15,6,23,14,2,13,0
1700001K23Rik,0,0,0,1,2,2,2,1,2,4,1,3,5,2,3,0
1700001L05Rik,4,70,18,103,88,21,130,56,38,66,46,53,81,20,99,6
1700001L19Rik,0,6,2,8,3,1,0,0,2,5,6,7,1,0,3,1
1700001O22Rik,0,1,6,9,6,1,2,5,2,13,6,11,2,1,6,0
1700001P01Rik,0,2,3,6,2,1,7,1,1,4,1,5,1,0,3,0
1700003C15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003D09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003E16Rik,3,28,20,60,100,7,47,42,44,71,57,74,65,33,65,6
1700003E24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003F12Rik,1,13,4,12,128,4,19,35,15,4,9,39,23,31,52,3
1700003G13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,1,0,2,0,0,0,1,0,0,1,2,0
1700003H04Rik,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1700003L19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003M02Rik,1,2,1,2,7,2,32,13,1,2,0,7,20,2,14,1
1700003M07Rik,34,83,45,170,208,43,328,164,73,190,145,227,311,53,237,13
1700003P14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006A11Rik,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006H21Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1700007B14Rik,0,0,0,0,9,1,3,7,0,0,0,2,0,0,1,0
1700007F19Rik,0,1,0,0,0,0,1,1,0,0,1,1,0,1,2,0
1700007G11Rik,4,6,3,8,4,6,46,1,1,5,3,22,33,0,23,0
1700007J10Rik,5,20,7,52,29,7,49,20,16,42,33,24,30,8,32,1
1700007K09Rik,0,6,0,4,1,0,11,2,3,0,3,2,2,0,0,0
1700007K13Rik,15,205,76,292,381,38,388,234,153,303,246,330,348,104,315,30
1700007L15Rik,4,14,16,23,35,7,41,15,12,25,14,22,32,5,36,0
1700007P06Rik,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1700008F21Rik,0,0,0,1,2,0,2,1,0,0,1,6,3,1,1,0
1700008I05Rik,3,0,3,3,29,3,21,41,0,0,2,9,10,8,7,0
1700008J07Rik,15,96,67,171,132,43,227,66,53,128,94,114,139,24,172,6
1700008K24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008O03Rik,0,8,12,15,14,1,11,17,12,11,6,18,9,3,8,1
1700008P02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1700009J07Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1700009N14Rik,15,43,87,61,32,9,69,41,29,199,44,160,53,8,49,9
1700009P17Rik,9,35,21,76,50,6,85,48,31,37,54,72,55,15,53,5
1700010B08Rik,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1700010D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,8,77,46,131,106,23,156,84,48,92,74,124,127,31,150,5
1700010J16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,1,4,0,1,0,0,3,1,1,1,0
1700011A15Rik,0,0,0,3,3,1,7,5,0,0,0,1,5,0,4,0
1700011B04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700011E24Rik,0,0,0,0,1,1,0,0,1,2,2,1,1,0,2,0
1700011H14Rik,0,1,2,2,4,0,1,0,1,2,0,2,0,0,1,0
1700011I03Rik,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0
1700011L22Rik,0,2,3,2,0,0,1,1,0,2,0,0,1,0,0,0
1700011M02Rik,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1700012A03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700012B07Rik,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1700012B09Rik,4,27,7,9,109,14,36,23,7,10,2,37,14,24,33,1
1700012D01Rik,1,8,8,16,19,1,47,9,5,43,9,14,23,9,26,0
1700012D14Rik,2,5,1,21,11,2,28,6,5,16,13,10,20,1,12,2
1700012I11Rik,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0
1700012L04Rik,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
1700012P22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700013D24Rik,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1700013F07Rik,2,0,3,6,7,0,0,1,1,1,4,2,2,0,1,0
1700013G24Rik,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
1700013H16Rik,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1700015E13Rik,0,1,1,0,0,0,1,0,1,2,4,2,10,0,1,0
1700015F17Rik,0,2,0,3,3,0,4,4,0,3,0,4,0,1,1,0
1700015G11Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1700016C15Rik,0,1,1,4,3,0,3,1,1,0,1,1,0,0,1,0
1700016D06Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700016G22Rik,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
1700016H13Rik,1,7,0,3,3,1,4,2,3,8,3,11,2,0,0,0
1700016K19Rik,0,1,1,1,1,0,4,3,0,2,0,2,0,1,4,0
1700016L04Rik,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1700016L21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700016P04Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1700017B05Rik,84,744,410,1365,1421,238,2053,906,594,1438,844,1355,2098,678,4091,101
1700017D01Rik,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1700017G19Rik,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0
1700017J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700017N19Rik,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1700018A04Rik,1,9,5,16,40,7,18,16,2,10,3,17,15,23,30,2
1700018B08Rik,0,0,1,1,0,0,0,1,0,0,1,0,0,2,2,0
1700018B24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
1700018F24Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700018G05Rik,0,0,0,1,0,0,2,0,0,3,2,1,0,0,1,0
1700018L02Rik,2,8,2,5,11,3,10,1,5,3,2,6,14,1,9,1
1700019A02Rik,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0
1700019B03Rik,0,1,0,6,9,0,6,2,2,3,1,7,4,3,1,0
1700019B21Rik,2,7,4,3,11,5,32,8,7,6,3,22,22,1,13,1
1700019D03Rik,0,2,3,3,5,0,6,5,0,3,3,3,5,1,2,1
1700019E08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019G17Rik,4,54,28,108,35,7,114,46,44,73,67,65,72,19,59,7
1700019G24Rik,0,0,0,0,0,0,1,4,0,2,0,0,1,0,0,0
1700019L03Rik,32,230,102,308,315,49,420,187,141,354,181,332,249,67,312,18
1700019M22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700019N19Rik,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
1700019O17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020A23Rik,1,7,4,10,6,2,12,5,4,7,4,10,4,0,6,0
1700020D05Rik,2,20,9,31,48,2,38,26,26,36,30,34,53,17,51,3
1700020G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020I14Rik,160,862,481,1773,1366,379,2505,911,583,1586,1204,1628,1790,383,2100,79
1700020L24Rik,12,60,25,87,86,7,50,47,26,92,74,134,30,23,64,2
1700020M21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,1,2,1,0,2,0,2,0,0,0,0,1,0
1700020N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020N18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700021F05Rik,80,384,201,678,694,159,1194,467,216,602,426,675,785,180,891,34
1700021F07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700021K19Rik,212,1344,749,1967,2414,436,3420,1707,977,2331,1612,2550,2890,751,3612,174
1700021N21Rik,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1700022A21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700022A22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700022E09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700022H16Rik,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0
1700022I11Rik,2,8,0,6,1,1,7,13,2,2,5,3,2,1,2,2
1700023C21Rik,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700023E05Rik,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0
1700023F02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700023F06Rik,0,3,1,10,16,1,2,8,1,3,5,12,0,0,3,0
1700023L04Rik,1,0,0,2,3,1,6,1,2,6,0,4,3,0,5,0
1700024B18Rik,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1700024F13Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700024G13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700024P16Rik,4,30,20,46,19,1,32,9,31,133,68,59,23,9,27,3
1700025B11Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1700025C18Rik,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1700025F22Rik,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
1700025F24Rik,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,162,781,383,1562,2042,482,4694,1926,679,1404,1067,1775,2793,500,3234,182
1700025K24Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1700025M24Rik,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1700025N23Rik,1,0,0,0,9,2,7,0,0,0,0,0,1,3,5,0
1700026D08Rik,0,5,3,13,2,1,6,2,12,14,11,4,3,1,9,0
1700026D11Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1700026F02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700026L06Rik,2,7,3,26,14,0,22,4,16,19,12,16,9,7,12,1
1700027A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700027F09Rik,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
1700027I24Rik,0,2,0,2,0,0,2,2,0,0,4,1,0,0,3,0
1700027J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700028B04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700028D13Rik,0,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0
1700028E10Rik,1,3,2,2,10,0,8,5,1,3,2,4,5,1,5,2
1700028I16Rik,0,6,6,13,5,1,3,3,5,5,4,10,5,1,8,0
1700028J19Rik,3,14,7,24,46,2,28,24,10,25,22,30,7,10,28,1
1700028K03Rik,1,17,4,24,4,4,15,4,11,17,13,26,19,5,21,2
1700028M03Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1700028P14Rik,0,3,0,0,3,0,2,0,0,4,0,3,3,0,0,0
1700028P15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029F12Rik,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
1700029H14Rik,0,1,0,2,1,0,2,2,3,1,0,0,0,0,1,0
1700029I15Rik,1,3,2,10,14,0,12,2,1,12,4,18,10,1,14,1
1700029J03Rik,1,2,3,1,1,0,5,0,0,1,1,5,2,0,2,0
1700029J07Rik,9,25,24,78,60,14,141,77,20,50,30,79,128,20,107,8
1700029M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700029P11Rik,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1700030A11Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700030C10Rik,6,13,2,25,33,2,26,14,6,19,17,35,10,14,24,3
1700030F04Rik,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1700030F18Rik,0,0,0,4,1,0,4,0,1,3,1,0,1,0,0,0
1700030J22Rik,5,44,18,80,75,7,59,36,39,60,56,72,35,10,43,2
1700030K09Rik,30,245,86,457,344,80,682,264,202,386,296,374,466,106,525,27
1700030L20Rik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030M09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1700030N03Rik,0,0,3,2,0,3,2,0,0,0,0,0,0,0,0,0
1700030O20Rik,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
1700031A10Rik,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1700031F05Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700031M16Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1700031P21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034E13Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1700034F02Rik,4,15,4,22,25,2,32,7,11,23,24,12,23,10,4,1
1700034G24Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1700034H15Rik,2,4,0,18,19,4,23,5,9,19,18,18,13,6,19,0
1700034I23Rik,0,0,0,1,1,0,0,2,1,0,0,0,1,0,2,1
1700034J05Rik,0,0,0,0,0,1,3,8,0,1,0,0,2,0,5,1
1700034K08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034O15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700034P13Rik,0,1,6,3,4,2,3,4,4,8,2,2,1,1,5,1
1700036G14Rik,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1700037C18Rik,8,31,23,58,76,18,116,50,27,39,42,56,96,22,92,5
1700037H04Rik,124,739,443,1331,1482,242,2014,900,502,1258,941,1389,1358,393,1696,78
1700039E15Rik,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1700039E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700040L02Rik,2,27,6,15,19,13,121,34,3,19,16,28,74,5,48,2
1700041C23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700041M19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700042B14Rik,0,0,1,0,1,0,0,0,0,0,1,3,0,0,2,0
1700042G07Rik,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1700042G15Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700042O10Rik,0,5,4,9,23,1,24,11,9,11,6,18,20,7,14,3
1700044C05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700044K03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700045H11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047A11Rik,0,0,0,3,3,0,0,0,1,3,0,1,0,1,2,0
1700047E10Rik,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1700047G03Rik,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1700047I17Rik2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047L14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700047M11Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700048M11Rik,2,9,0,12,7,0,14,6,6,8,8,6,11,2,19,0
1700048O20Rik,3,30,41,111,44,4,67,23,27,100,70,71,34,7,23,2
1700049E15Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1700049E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700049G17Rik,21,174,121,586,209,73,574,164,155,312,334,332,417,50,474,11
1700049L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700051A21Rik,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1700052I22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700052K11Rik,18,151,84,333,141,53,353,143,135,338,260,259,252,38,234,8
1700052N19Rik,60,543,250,813,852,132,1208,591,395,677,515,734,1030,288,1149,57
1700054A03Rik,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1700054K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1700054M17Rik,0,0,0,1,2,0,0,1,1,4,1,3,2,0,0,0
1700054O13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700055C04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700055N04Rik,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1700056E22Rik,3,17,18,21,25,2,15,21,28,25,22,22,19,4,25,1
1700057G04Rik,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0
1700057H15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700060C16Rik,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1700060C20Rik,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700061G19Rik,2,6,6,21,7,2,20,2,15,13,16,3,14,2,15,0
1700061I17Rik,1,8,3,9,5,0,10,7,7,18,15,7,9,1,5,2
1700063A18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700063D05Rik,0,0,0,5,5,0,3,0,0,3,0,0,3,1,0,0
